input_bleu,output_bleu
0.024197077478154895,0.12489309605176803
0.1561969968460128,0
0.02893344147704888,0
0.06816992646205702,0.12605968092174913
0.023460418334084587,0.09552040806823767
0.09559539481714499,0
0.005102565493415931,0.12026590852507517
0,0.13950796967929135
0.10390302174233558,0
0.12517234430267662,0.18575057999133598
0.06429451441231726,0.1135935489027116
0.02091327284252939,0.09351498865776116
0.09782375748961449,0.12605968092174913
0.02893344147704888,0.0978840017329239
0.00887212145979455,0
0.04906081629292278,0.12273680279953825
0.02483684876183302,0.16036590969929357
0.048589719316429775,0.1561969968460128
0.0007493182581899342,0.1561969968460128
0.12605968092174913,0.12605968092174913
0.019430464310142472,0.09049614828481034
0.07692375026049747,0.12267223791558803
0,0.10063351655856652
0.052508817618539344,0.18575057999133598
0.000696367131416566,0.19960198807747329
0.01967177361450581,0.0812630644213965
0.03482186176904292,0.09552040806823767
0.03440832408637069,0.09782375748961449
0.030977170338913482,0.20252884954471367
0.03162593967015063,0.15447878876032708
0.033287135819172496,0.1382169312958873
0.05856458233275369,0.11608730201515954
0.09507244120026236,0.11390778025531027
0.009328988755952882,0.10571070857151538
0.006258828292516173,0.1235622127262679
0.032167339365373394,0.1561969968460128
0.12551072480361714,0.13218059591958078
0.11115018927487523,0.19159730522949137
0.019500068109363538,0.09552040806823767
0.0580966520440919,0.2730120862709067
0.09107438368292145,0.392814650900513
0.004505537921684204,0.22352339099197038
4.2545348387036227e-07,0.14983220973977976
0.03366746772055075,0.11390778025531027
0.06667489966054597,0.12100518276540287
0,0
0.046447797946597334,0.15447878876032708
0.18575057999133598,0
0.006761514805085796,0.06243769243378541
0.1382169312958873,0.18575057999133598
0.030817481488458153,0.1878296463217631
0.03519686085743607,0.1339801428338312
0.03026857534381489,0.1262320310800489
0.13564514503163538,0.13575914775035752
0.04740919200908,0.10511846841633776
0.08839374326825923,0.2730120862709067
0.13391424795650433,0.1339801428338312
0.10511846841633776,0.12011055432195765
0.24736929544091937,0
0.0022890973995980403,0.14983220973977976
0.048589719316429775,0.08222966016687185
0,0.0538140946637381
0.006949644591173836,0.1869843520537038
0.09474607424664805,0.1135935489027116
0.11640435130573178,0.14113991930789777
0.04175872565419194,0.13950796967929135
0.02187054539769927,0.10207878682119532
0.06439931429457921,0.14113991930789777
0.009247976825399025,0.22352339099197038
0.03351542279475122,0.12605968092174913
0.041195663031027153,0.11498759556447223
0.023555952768576038,0.08993236413460198
0.012991667035701862,0.20556680845025987
1.664428657049616e-05,0.22352339099197038
0.02064820418995656,0.22089591134157885
0.00010050559712952173,0.2069322016847137
5.32750749425628e-05,0.11567041937737582
0.12267223791558803,0.13218059591958078
0.007263071866110296,0.04862652376060361
0.03944662018313174,0.10400927574124635
0,0.0812630644213965
0,0.14113991930789777
0.018120036558611646,0.08961856124931383
0,0.2730120862709067
0.03772657799190421,0.14113991930789777
0,0.08017158404431235
0.13950796967929135,0.14113991930789777
0.03193917341151279,0.04512859433163675
0.0008803204094158888,0.13950796967929135
0,0.12605968092174913
0.015289912229136103,0.13545994273378142
0.07658412276041004,0.2069322016847137
0.005671134443202755,0.18575057999133598
0.11390778025531027,0.1561969968460128
0.03015975800741057,0.13950796967929135
5.562527154980652e-05,0.08017158404431235
0.04098769866037127,0.08872444253557525
0.06642589091602322,0.08961856124931383
0.11390778025531027,0
0.002443564859007637,0.13545994273378142
0.007315342277354339,0.09049614828481034
0.0580966520440919,0.0538140946637381
0.02978116934066751,0.10390302174233558
0.04513011643241299,0.22089591134157885
0.07289334177359764,0.14983220973977976
0,0
0.044923985784159286,0.09782375748961449
0,0.11498759556447223
0.0001778775713221588,0
0.016634301258803993,0.12605968092174913
0.2069322016847137,0
0.17747405280050263,0.22679164443904004
0.1395873430390535,0.24446151121745052
0.055177848898164926,0.2069322016847137
0.0868851996125416,0.14983220973977976
0.0712695567709093,0.22352339099197038
0.044206483215188344,0.13950796967929135
0.0712695567709093,0.12100518276540287
0.11390778025531027,0.17747405280050263
0.00228476466943078,0.1869843520537038
0.016350322613804653,0.22089591134157885
0.025045361270148,0.1482734016730676
0.034487891886160985,0.14113991930789777
0.13950796967929135,0
0.01881127906050935,0.2730120862709067
0.019363618059286592,0.10063351655856652
0,0
0.0011040944972525958,0.07575149194183216
0.03595466129149864,0.14113991930789777
0.04999110192951751,0.1415224185897875
0.07264339766175722,0.08839374326825923
0.16784459625186196,0.16036590969929357
0.1777835117834348,0.16036590969929357
0.03901663112717908,0.09552040806823767
0.019870594229234106,0.1350862565735141
0.10390302174233558,0.22352339099197038
0.07994607499472017,0.11498759556447223
0.05822753005110548,0.07450619999160439
0.09782375748961449,0.12605968092174913
0.004173789669798162,0.18575057999133598
0.028957468090711078,0.12551072480361714
0.14390022429682173,0.12267223791558803
0.046398855339878003,0.09552040806823767
0.08839374326825923,0.12605968092174913
0.05135131375181345,0.06443935473636558
0.14991106946711685,0.2179289600664314
0.0003750041581939893,0.11498759556447223
0.01901019180367514,0.09552040806823767
0.05575005423945588,0.11421946507590648
0.02072878854369565,0.2069322016847137
0.1561969968460128,0.24446151121745052
0.03709091243806321,0.10390302174233558
0.02558174341959753,0
0.014412718602292917,0.08222966016687185
0.05143456019237098,0.12605968092174913
0.04063004203125494,0.1561969968460128
0.04098769866037127,0.1235622127262679
0.02989501072722226,0
0.0008415230617485035,0.20556680845025987
0.07289334177359764,0.20556680845025987
0.01589020724534757,0
0.14113991930789777,0.2730120862709067
0.06313723621572043,0.12507277759788113
0.017697984574422312,0
0,0.10207878682119532
0.10571070857151538,0.10390302174233558
0.10571070857151538,0
0.022156355033294127,0.1658165975077607
0.03424443391550203,0.05512018958855252
0.02673219555880807,0.0812630644213965
0.07882750221706718,0
0.0017583190506878057,0
0.05125204157936404,0
0.11498759556447223,0.18575057999133598
0,0.1561969968460128
0.0612957497932821,0.22352339099197038
0.04716872256689938,0.1658165975077607
0.0909256598621168,0
0.17747405280050263,0.18575057999133598
0.02906032085073022,0.1613101715871968
0.07711214194298908,0.09374222649442905
0.15827883685397307,0.24736929544091937
0.0859076483566362,0.1135935489027116
0.017620300614149337,0.14113991930789777
0.022567273915416915,0.14113991930789777
0.020843706930498387,0.12605968092174913
